date,value,增减
2025-05-06,2252,0.0
2025-05-07,2053,-199.0
2025-05-08,2053,0.0
2025-05-09,1903,-150.0
2025-05-12,1903,0.0
2025-05-13,1600,-303.0
2025-05-14,1600,0.0
2025-05-15,2571,971.0
2025-05-16,2175,-396.0
2025-05-19,1701,-474.0
2025-05-20,1526,-175.0
2025-05-21,1400,-126.0
2025-05-22,1400,0.0
2025-05-23,1774,374.0
2025-05-26,1774,0.0
2025-05-27,1774,0.0
2025-05-28,1774,0.0
2025-05-29,1675,-99.0
2025-05-30,1675,0.0
2025-06-03,1675,0.0
2025-06-04,1376,-299.0
2025-06-05,2004,628.0
2025-06-06,2004,0.0
2025-06-09,2078,74.0
2025-06-10,3075,997.0
2025-06-11,3075,0.0
2025-06-12,5133,2058.0
2025-06-13,8972,3839.0
2025-06-16,9966,994.0
2025-06-17,9788,-178.0
2025-06-18,9689,-99.0
2025-06-19,8595,-1094.0
2025-06-20,8743,148.0
2025-06-23,7719,-1024.0
2025-06-24,7471,-248.0
2025-06-25,7169,-302.0
2025-06-26,6473,-696.0
2025-06-27,6372,-101.0
2025-06-30,7077,705.0
2025-07-01,6824,-253.0
2025-07-02,6624,-200.0
2025-07-03,6599,-25.0
2025-07-04,7246,647.0
2025-07-07,8071,825.0
2025-07-08,7949,-122.0
2025-07-09,8950,1001.0
2025-07-10,8924,-26.0
2025-07-11,8873,-51.0
2025-07-14,9171,298.0
2025-07-15,11184,2013.0
2025-07-16,12161,977.0
2025-07-17,11563,-598.0
2025-07-18,11361,-202.0
2025-07-21,11088,-273.0
2025-07-22,12090,1002.0
2025-07-23,12090,0.0
2025-07-24,11940,-150.0
2025-07-25,13289,1349.0
2025-07-28,13767,478.0
2025-07-29,15307,1540.0
2025-07-30,15232,-75.0
2025-07-31,15058,-174.0
2025-08-01,14982,-76.0
2025-08-04,14907,-75.0
2025-08-05,14807,-100.0
2025-08-06,14375,-432.0
2025-08-07,13822,-553.0
2025-08-08,14346,524.0
2025-08-11,15494,1148.0
2025-08-12,15768,274.0
2025-08-13,16192,424.0
2025-08-14,17097,905.0
2025-08-15,20020,2923.0
2025-08-18,32538,12518.0
2025-08-19,32538,0.0
2025-08-20,32288,-250.0
2025-08-21,32288,0.0
2025-08-22,32791,503.0
2025-08-25,35194,2403.0
2025-08-26,36366,1172.0
2025-08-27,36213,-153.0
2025-08-28,36037,-176.0
2025-08-29,37957,1920.0
2025-09-01,37957,0.0
2025-09-02,38955,998.0
2025-09-03,40947,1992.0
2025-09-04,40896,-51.0
2025-09-05,40772,-124.0
2025-09-08,42707,1935.0
2025-09-09,42681,-26.0
2025-09-10,44329,1648.0
2025-09-11,44925,596.0
2025-09-12,45905,980.0
2025-09-15,51371,5466.0
2025-09-16,52170,799.0
2025-09-17,52720,550.0
2025-09-18,54241,1521.0
2025-09-19,52531,-1710.0
